p_val	avg_log2FC	pct.1	pct.2	p_val_adj
MTCH2	0.862617986464104	0.911087414725374	0.257	0.28	1
COX6B1	0.862807774996824	0.644811315318693	0.36	0.421	1
NDUFA6	0.863640324952426	1.05406548539981	0.279	0.304	1
SNRPB2	0.864206582606075	0.487585752559568	0.301	0.341	1
SNX3	0.866799097641066	0.431674268825484	0.449	0.514	1
AXL	0.871313655061426	0.725195760529802	0.338	0.401	1
WDR43	0.872660976977978	1.42191831528735	0.279	0.324	1
MTDH	0.872773759726971	0.337217444852864	0.507	0.625	1
ARPC1B	0.874832137499869	0.272137546454549	0.493	0.594	1
PSMB4	0.874875758264842	0.81186087136142	0.353	0.388	1
CCT8	0.877589893702994	0.363319475303157	0.331	0.378	1
BTG3	0.879076296090369	0.706746295889069	0.235	0.259	1
RBBP7	0.882086611270798	0.587362070947486	0.272	0.302	1
NDUFB8.1	0.883422014770583	0.57849818184806	0.375	0.442	1
GTF2A2	0.884278897288317	0.861442483301307	0.324	0.385	1
POLR2J	0.886459862213406	0.644059966371887	0.36	0.425	1
SNRPD2	0.889384186604347	0.534869531614465	0.426	0.471	1
PFDN5	0.890916969706335	0.320548855937406	0.537	0.622	1
BUD31	0.892712262565041	0.523259538668404	0.338	0.415	1
RALY	0.894888428774431	0.737053481220333	0.257	0.276	1
TOMM22	0.895113314616103	0.715606238095716	0.279	0.303	1
TMEM14B	0.896393510611849	0.473416403345213	0.404	0.493	1
IK	0.896520689373545	1.21781766155669	0.316	0.356	1
POLR2F	0.899428064811716	0.573995734079366	0.301	0.346	1
GSTM3	0.900155272597644	0.617885800695249	0.36	0.409	1
CNN2	0.901001008309451	0.768528125655046	0.265	0.289	1
GLTP	0.901034409125289	0.746937453749534	0.338	0.377	1
CAST	0.901540229464428	0.553139654395609	0.426	0.518	1
ARF1	0.902957568519918	0.663616813320502	0.39	0.468	1
ABCF1	0.905926571776305	1.02635807082633	0.338	0.4	1
TNNT1	0.905978876885573	1.00000595569888	0.287	0.313	1
G3BP2	0.906829813970626	0.787015920744838	0.294	0.341	1
SCP2	0.907691520901742	0.481333982841846	0.309	0.332	1
VEPH1	0.907848934768337	0.778420642965962	0.309	0.349	1
HEBP2	0.909140180319146	0.602733049219268	0.375	0.423	1
MATR3	0.911113782624472	0.770724788304382	0.36	0.42	1
DPCD	0.913757068600609	1.36077105197222	0.221	0.251	1
WDR83OS	0.917050998278062	0.600114671785053	0.412	0.466	1
PFDN1	0.917737870505668	0.960940256357573	0.257	0.285	1
TALDO1	0.920159376910881	0.911863251923495	0.316	0.376	1
PSMB1	0.921282185402663	0.417257222048828	0.434	0.524	1
KRTCAP2	0.922778864441245	1.26120642372651	0.228	0.257	1
ANP32A	0.923222758299858	0.644190484624308	0.279	0.324	1
CBX5	0.924073315436848	0.567078321482168	0.279	0.305	1
RBX1	0.924438502676393	0.80681729646944	0.338	0.397	1
CCT4	0.925147242333934	0.789174214287987	0.36	0.427	1
PPA1	0.925918253645168	0.793924973157592	0.331	0.387	1
SUB1	0.927016014854138	0.604398972483875	0.39	0.446	1
HNRNPUL1	0.927603191744649	0.66991075956382	0.228	0.26	1
C7orf50	0.9294425486009	0.584738638776788	0.353	0.422	1
SPARC	0.930617531612026	0.48461275518492	0.559	0.643	1
MDH1	0.930899129767253	0.531153674057398	0.287	0.318	1
RBM8A	0.931514815474043	0.794383869028173	0.324	0.374	1
RHEB	0.931706621985774	0.838700683753745	0.309	0.37	1
STUB1	0.933932609071659	0.458608644553108	0.412	0.492	1
ERH	0.935705487810581	0.478897780056352	0.36	0.418	1
CLPP	0.936471000581502	0.865690670118732	0.257	0.275	1
CDK6	0.93648799959971	0.705896220640486	0.257	0.273	1
NDUFS8	0.93670547711672	0.622972657574221	0.36	0.418	1
NHP2L1	0.937334822952965	0.590333209676283	0.419	0.489	1
CARHSP1	0.938331195157985	0.841467914351726	0.294	0.335	1
SARS	0.938377149723393	0.779914369288259	0.338	0.388	1
PTGR1	0.940881632391088	0.898808932103194	0.265	0.295	1
VDAC3	0.943507275463939	0.777276299607211	0.316	0.388	1
PFN2	0.94702320039195	0.447123226270361	0.449	0.537	1
ITGAE	0.950299244512051	0.736220145217413	0.294	0.34	1
DNAJB6	0.951559955203281	1.20566858022609	0.272	0.316	1
ENAH	0.952713304971419	0.817065952875068	0.375	0.445	1
PCBD1	0.952968095383936	1.04856372949446	0.294	0.332	1
ACLY	0.953243419712277	0.941457814450925	0.279	0.325	1
GAMT	0.954550460087484	0.746304275387418	0.272	0.307	1
CNN3	0.955007083475825	0.94900753444438	0.272	0.302	1
FAM216A	0.955972697838209	0.67266888639563	0.294	0.328	1
MLEC	0.956255509627287	0.516848765794267	0.471	0.559	1
PSMD1	0.956747985265231	0.682361632449851	0.353	0.42	1
ROCK1	0.959810559923493	0.887604550973286	0.39	0.469	1
C4orf3	0.959993344130012	0.305257116593053	0.485	0.541	1
PPP1CB	0.960792336450402	0.879417008311698	0.346	0.39	1
LSMD1	0.962046761826297	0.411482874677293	0.412	0.507	1
SERPIND1	0.962537793131031	0.523004122637065	0.279	0.302	1
TERF2IP	0.970101607642021	1.14309013016516	0.279	0.301	1
TNIP1	0.971550137109847	0.771131288172138	0.441	0.538	1
RAI14	0.97236393559594	0.740236271560959	0.404	0.485	1
PLIN3	0.972960286337768	0.723823391300594	0.338	0.397	1
NEDD4L	0.973327716223881	0.839087205975348	0.287	0.324	1
ANXA7	0.973733711641835	0.756198628887776	0.279	0.316	1
AZIN1	0.976858283005578	0.97066393326494	0.243	0.264	1
UQCR11.1	0.978934478740472	0.541429879731266	0.449	0.503	1
NRIP3	0.97936804638844	0.637315742454219	0.228	0.251	1
ARL3	0.980054535804643	0.894630237516294	0.272	0.314	1
COPE	0.982139319587092	0.787634727939874	0.316	0.359	1
RALBP1	0.983715954455735	1.04139257334635	0.316	0.377	1
SLC25A5	0.983942958273036	0.575673996264687	0.338	0.418	1
BZW2	0.985487348287003	0.778512659654186	0.243	0.256	1
GLRX	0.98646812962703	0.507559735065953	0.382	0.427	1
PCBP1	0.989470524829894	0.768585886321666	0.368	0.426	1
CBR1	0.990236826963577	0.810345959913845	0.316	0.362	1
PPIF	0.992839405881706	0.574102081723425	0.287	0.313	1
BOD1	0.993398175001359	0.979008491927671	0.272	0.311	1
MRFAP1	0.993970413469988	0.638380689687463	0.39	0.461	1
STRAP	0.994381026972391	0.83614360104316	0.309	0.359	1
BAZ1B	0.994580650748142	0.89164024020284	0.375	0.449	1
MRPL27	0.995509588646938	1.10467463559528	0.25	0.28	1
SERPINB6	0.996454775198317	0.779803963155547	0.331	0.385	1
SSRP1	0.997323100327581	0.672591280311356	0.272	0.307	1
CCNY	0.997625838689319	0.66525851543575	0.426	0.507	1
YWHAQ	0.99971426365098	0.449967034399412	0.412	0.486	1
ARHGDIA	0.999722011061421	0.821740482237105	0.338	0.395	1
